Year,ISO Alpha-2 Country code,Country name,Suspended parliament,Structure of parliament,Region,Structure & status of parliament,Chamber name (translated),Political system,Statutory number of members per country,Parliament name,Parliamentary term (years),IPU membership,Affiliation periods,Statutory number of members,Current number of members,Men,Women,Percentage of women,Population (in thousands),Gender quota,Election date(s)
2022,RO,Romania,No,Bicameral,Europe,Upper chamber,Senate,Presidential-Parliamentary,466,Parlamentul României (Parliament of Romania),4,Yes,"from 1891 to 1949
from 1954",136,136,111,25,18.4,19167,Yes,12/6/20
2022,RU,Russian Federation,No,Bicameral,Europe,Lower chamber,State Duma,Presidential-Parliamentary,620,Federalnoye Sobraniye (Federal Assembly),5,Yes,"from 1906 to 1913
from 1955",450,450,376,74,16.4,145579,No,9/19/21
2022,RW,Rwanda,No,Bicameral,Sub-Saharan Africa,Upper chamber,Senate,Presidential-Parliamentary,106,Parliament (Parlement),5,Yes,"from 1971 to 1972
from 1982 to 1993
from 1995",26,26,17,9,34.6,13651,Yes,2019-09-16 to 2019-09-18
2022,RW,Rwanda,No,Bicameral,Sub-Saharan Africa,Lower chamber,Chamber of Deputies,Presidential-Parliamentary,106,Parliament (Parlement),5,Yes,"from 1971 to 1972
from 1982 to 1993
from 1995",80,80,31,49,61.3,13651,Yes,9/3/18
2022,KN,Saint Kitts and Nevis,No,Unicameral,Americas,Lower chamber,National Assembly,Parliamentary system,16,National Assembly,5,No,Not applicable,16,16,11,5,31.3,46,No,8/5/22
2022,LC,Saint Lucia,No,Bicameral,Americas,Upper chamber,Senate,Parliamentary system,29,Houses of Parliament,5,Yes,from 2018,11,11,6,5,45.5,178,No,8/17/21
2022,LC,Saint Lucia,No,Bicameral,Americas,Lower chamber,House of Assembly,Parliamentary system,29,Houses of Parliament,5,Yes,from 2018,18,18,16,2,11.1,178,No,7/26/21
2022,VC,Saint Vincent and the Grenadines,No,Unicameral,Americas,Lower chamber,House of Assembly,Parliamentary system,22,House of Assembly,5,Yes,from 2019,22,22,18,4,18.2,102,No,11/5/20
2022,WS,Samoa,No,Unicameral,Pacific,Lower chamber,Legislative Assembly,Parliamentary system,51,Fono (Legislative Assembly),5,Yes,from 2000,51,54,47,7,13,215,Yes,2021-04-09 to 2021-11-26
2022,SM,San Marino,No,Unicameral,Europe,Lower chamber,Great and General Council,Parliamentary system,60,Consiglio grande e generale (Great and General Council),5,Yes,from 1989,60,60,40,20,33.3,34,Yes,12/8/19
2022,ST,Sao Tome and Principe,No,Unicameral,Sub-Saharan Africa,Lower chamber,National Assembly,Presidential-Parliamentary,55,Assembleia Nacional (National Assembly),4,Yes,from 2000,55,55,47,8,14.5,226,Yes,9/25/22
2022,SA,Saudi Arabia,No,Unicameral,Middle East and North Africa,Lower chamber,Shura Council,Monarchy,151,Majlis Ash-Shura (Shura Council),4,Yes,from 2003,151,151,121,30,19.9,32175,Yes,10/20/20
2022,SN,Senegal,No,Unicameral,Sub-Saharan Africa,Lower chamber,National Assembly,Presidential-Parliamentary,165,Assemblée nationale (National Assembly),5,Yes,from 1963,165,165,89,76,46.1,17651,Yes,7/31/22
2022,RS,Serbia,No,Unicameral,Europe,Lower chamber,National Assembly,Parliamentary system,250,Narodna skupstina (National Assembly),4,Yes,from 1891,250,250,163,87,34.8,6791,Yes,4/3/22
2022,SC,Seychelles,No,Unicameral,Sub-Saharan Africa,Lower chamber,National Assembly,Presidential-Parliamentary,35,National Assembly,5,Yes,from 2010,35,35,27,8,22.9,125,No,2020-10-22 to 2020-10-24
2022,SL,Sierra Leone,No,Unicameral,Sub-Saharan Africa,Lower chamber,Parliament,Presidential system,146,Parliament,5,Yes,"from 1963 to 1966
from 1969 to 1981
from 2008",146,146,127,19,13,8276,Yes,3/7/18
2022,SG,Singapore,No,Unicameral,Asia,Lower chamber,Parliament,Presidential-Parliamentary,104,Parliament,5,Yes,from 1967,104,103,73,30,29.1,5649,No,7/10/20
2022,SK,Slovakia,No,Unicameral,Europe,Lower chamber,National Council,Parliamentary system,150,Narodna rada Slovenskej republiky (National Council),4,Yes,from 1993,150,150,117,33,22,5473,Yes,2/29/20
2022,SI,Slovenia,No,Bicameral,Europe,Upper chamber,National Council,Parliamentary system,130,,5,Yes,from 1993,40,40,33,7,17.5,2115,No,2017-11-22 to 2017-11-23
2022,SI,Slovenia,No,Bicameral,Europe,Lower chamber,National Assembly,Parliamentary system,130,,4,Yes,from 1993,90,90,56,34,37.8,2115,Yes,4/24/22
2022,SB,Solomon Islands,No,Unicameral,Pacific,Lower chamber,National Parliament,Parliamentary system,50,National Parliament,4,No,Not applicable,50,50,46,4,8,781,Yes,4/3/19
2022,SO,Somalia,No,Bicameral,Sub-Saharan Africa,Lower chamber,House of the People,Presidential-Parliamentary,329,Federal Parliament,4,Yes,"from 1963 to 1969
from 1980 to 1990
from 2006 to 2008
from 2013",275,274,220,54,19.7,17801,No,2021-11-01 to 2022-05-05
2022,SO,Somalia,No,Bicameral,Sub-Saharan Africa,Upper chamber,Upper House,Presidential-Parliamentary,329,Federal Parliament,4,Yes,"from 1963 to 1969
from 1980 to 1990
from 2006 to 2008
from 2013",54,54,40,14,25.9,17801,No,2021-07-27 to 2021-11-13
2022,ZA,South Africa,No,Bicameral,Sub-Saharan Africa,Upper chamber,National Council of Provinces,Parliamentary system,490,Parliament,5,Yes,from 1994,90,54,30,24,44.4,62378,No,5/23/19
2022,ZA,South Africa,No,Bicameral,Sub-Saharan Africa,Lower chamber,National Assembly,Parliamentary system,490,Parliament,5,Yes,from 1994,400,400,215,185,46.3,62378,Yes,5/8/19
2022,SS,South Sudan,No,Bicameral,Sub-Saharan Africa,Lower chamber,Transitional National Legislative Assembly,Transitional system,650,National Legislature (Législature nationale),,Yes,from 2012,550,550,372,178,32.4,11021,Yes,5/10/21
2022,SS,South Sudan,No,Bicameral,Sub-Saharan Africa,Upper chamber,Council of States,Transitional system,650,National Legislature (Législature nationale),,Yes,from 2012,100,84,57,27,32.1,11021,Yes,8/2/21
2022,ES,Spain,No,Bicameral,Europe,Upper chamber,Senate,Parliamentary system,615,Las Cortes Generales (The Cortes),4,Yes,from 1889,265,265,161,104,39.2,47828,Yes,11/10/19
2022,ES,Spain,No,Bicameral,Europe,Lower chamber,Congress of Deputies,Parliamentary system,615,Las Cortes Generales (The Cortes),4,Yes,from 1889,350,349,201,148,42.4,47828,Yes,11/10/19
2022,LK,Sri Lanka,No,Unicameral,Asia,Lower chamber,Parliament,Presidential-Parliamentary,225,Parliament,5,Yes,from 1949,225,223,213,12,5.4,22834,No,8/5/20
2022,SD,Sudan,Yes,Bicameral,Middle East and North Africa,Lower chamber,National Assembly,Transitional system,482,The National Legislature,5,No,"from 1955 to 1962
from 1966 to 1969
from 1973 to 1984
from 1987 to 1988
from 1992 to 1999
from 2001 to 2021",426,481,348,133,27.7,49383,Yes,2015-04-13 to 2015-04-16
2022,SD,Sudan,Yes,Bicameral,Middle East and North Africa,Upper chamber,Council of States,Transitional system,482,The National Legislature,5,No,"from 1955 to 1962
from 1966 to 1969
from 1973 to 1984
from 1987 to 1988
from 1992 to 1999
from 2001 to 2021",56,71,52,19,26.8,49383,No,6/1/15
2022,SR,Suriname,No,Unicameral,Americas,Lower chamber,National Assembly,Presidential system,51,Nationale Assemblee (National Assembly),5,Yes,"1979
from 1988",51,51,36,15,29.4,623,No,5/25/20
2022,SE,Sweden,No,Unicameral,Europe,Lower chamber,Parliament,Parliamentary system,349,Riksdagen (Parliament),4,Yes,from 1890,349,349,187,162,46.4,10487,Yes,9/11/22
2022,CH,Switzerland,No,Bicameral,Europe,Lower chamber,National Council,Parliamentary system,246,Bundesversammlung - Assemblée fédérale - Assemblea federale (Federal Assembly),4,Yes,from 1891,200,199,116,83,41.7,8792,Yes,10/20/19
2022,CH,Switzerland,No,Bicameral,Europe,Upper chamber,Council of States,Parliamentary system,246,Bundesversammlung - Assemblée fédérale - Assemblea federale (Federal Assembly),4,Yes,from 1891,46,45,32,13,28.9,8792,Yes,2019-10-20 to 2019-11-24
2022,SY,Syrian Arab Republic,No,Unicameral,Middle East and North Africa,Lower chamber,People's Assembly,Transitional system,250,Majlis Al-Chaab (People's Assembly),4,Yes,"from 1945 to 1952
from 1954 to 1957
1962
from 1971",250,250,223,27,10.8,22462,No,7/19/20
2022,TJ,Tajikistan,No,Bicameral,Asia,Lower chamber,House of Representatives,Presidential system,96,Majlisi Oli (Supreme Council),5,Yes,from 1997,63,63,46,17,27,10182,No,3/1/20
2022,TJ,Tajikistan,No,Bicameral,Asia,Upper chamber,National Assembly,Presidential system,96,Majlisi Oli (Supreme Council),5,Yes,from 1997,33,31,23,8,25.8,10182,No,3/27/20
2022,TH,Thailand,No,Bicameral,Asia,Upper chamber,Senate,Parliamentary system,750,Rathhasapha (National Assembly),5,Yes,"from 1950 to 1971
from 1973",250,249,223,26,10.4,71735,Yes,5/14/19
2022,TH,Thailand,No,Bicameral,Asia,Lower chamber,House of Representatives,Parliamentary system,750,Rathhasapha (National Assembly),4,Yes,"from 1950 to 1971
from 1973",500,445,371,74,16.6,71735,Yes,3/24/19
2022,TL,Timor-Leste,No,Unicameral,Asia,Lower chamber,National Parliament,Parliamentary system,65,National Parliament,5,Yes,from 2008,65,65,39,26,40,1369,Yes,5/12/18
2022,TG,Togo,No,Unicameral,Sub-Saharan Africa,Lower chamber,National Assembly,Presidential-Parliamentary,91,Assemblée nationale (National Assembly),5,Yes,from 1981,91,91,73,18,19.8,9089,Yes,12/20/18
2022,TO,Tonga,No,Unicameral,Pacific,Lower chamber,Legislative Assembly,Monarchy,30,Fale Alea (Legislative Assembly),4,Yes,from 2014,30,28,26,2,7.1,105,No,11/18/21
2022,TT,Trinidad and Tobago,No,Bicameral,Americas,Lower chamber,House of Representatives,Parliamentary system,74,Parliament,5,Yes,from 2011,42,42,30,12,28.6,1495,No,8/10/20
2022,TT,Trinidad and Tobago,No,Bicameral,Americas,Upper chamber,Senate,Parliamentary system,74,Parliament,5,Yes,from 2011,32,31,19,12,38.7,1495,No,8/28/20
2022,TN,Tunisia,,Unicameral,Middle East and North Africa,Upper chamber,,Presidential-Parliamentary,,,,Yes,from 1957,,,,,,12119,,4/19/24
2022,TN,Tunisia,No,Unicameral,Middle East and North Africa,Lower chamber,Assembly of People's Representatives,Presidential-Parliamentary,,,5,Yes,from 1957,161,217,160,57,26.3,12119,No,10/6/19
2022,TR,Türkiye,No,Unicameral,Europe,Lower chamber,Grand National Assembly of Türkiye,Presidential-Parliamentary,600,Türkiye Büyük Millet Meclisi (T.B.M.M) (Grand National Assembly of Türkiye),5,Yes,"from 1910 to 1979
from 1984",600,580,479,101,17.4,87058,Yes,6/24/18
2022,TM,Turkmenistan,No,Bicameral,Asia,Upper chamber,People’s Council,Presidential system,181,Mejlis (Assembly),5,Yes,from 2017,56,55,41,14,25.5,7230,,3/28/21
2022,TM,Turkmenistan,No,Bicameral,Asia,Lower chamber,Assembly,Presidential system,181,Mejlis (Assembly),5,Yes,from 2017,125,116,86,30,25.9,7230,No,3/25/18
2022,TV,Tuvalu,No,Unicameral,Pacific,Lower chamber,Parliament of Tuvalu,Parliamentary system,16,Palamene (Parliament),4,Yes,from 2017,16,16,,1,6.3,9,No,9/9/19
2022,UG,Uganda,No,Unicameral,Sub-Saharan Africa,Lower chamber,Parliament,Presidential system,529,Parliament,5,Yes,"from 1981 to 1984
from 1991",529,556,368,188,33.8,47312,Yes,2021-01-14 to 2021-01-18
2022,UA,Ukraine,No,Unicameral,Europe,Lower chamber,Parliament,Parliamentary system,450,Verkhovna Rada (Parliament),5,Yes,from 1999,450,416,331,85,20.4,41048,No,7/21/19
2022,AE,United Arab Emirates,No,Unicameral,Middle East and North Africa,Lower chamber,Federal National Council,Monarchy,40,Majlis Watani Itihadi (Federal National Council),4,Yes,from 1977,40,40,20,20,50,10242,Yes,10/5/19
2022,GB,United Kingdom,No,Bicameral,Europe,Lower chamber,House of Commons,Parliamentary system,1450,UK Parliament,5,Yes,from 1889,650,649,425,224,34.5,68179,Yes,12/12/19
2022,TZ,United Republic of Tanzania,No,Unicameral,Sub-Saharan Africa,Lower chamber,National Assembly,Presidential system,393,Bunge (National Assembly),5,Yes,from 1984,393,393,246,147,37.4,64711,Yes,10/28/20
2022,US,United States of America,No,Bicameral,Americas,Upper chamber,Senate,Presidential system,535,Congress,6,No,from 1889 to 2003,100,100,75,25,25,341534,No,11/3/20
2022,US,United States of America,No,Bicameral,Americas,Lower chamber,House of Representatives,Presidential system,535,Congress,2,No,from 1889 to 2003,435,435,307,128,29.4,341534,No,11/3/20
2022,UY,Uruguay,No,Bicameral,Americas,Lower chamber,House of Representatives,Presidential system,130,Asamblea General (General Assembly),5,Yes,"from 1930 to 1934
from 1985",99,99,73,26,26.3,3390,Yes,10/27/19
2022,UY,Uruguay,No,Bicameral,Americas,Upper chamber,Senate,Presidential system,130,Asamblea General (General Assembly),5,Yes,"from 1930 to 1934
from 1985",31,31,22,9,29,3390,Yes,10/27/19
2022,UZ,Uzbekistan,No,Bicameral,Asia,Upper chamber,Senate,Presidential-Parliamentary,250,Oliy Majlis (Supreme Assembly),5,Yes,"from 1992 to 2006
from 2017",100,90,68,22,24.4,34938,Yes,2020-01-16 to 2020-01-17
2022,UZ,Uzbekistan,No,Bicameral,Asia,Lower chamber,Legislative Chamber,Presidential-Parliamentary,250,Oliy Majlis (Supreme Assembly),5,Yes,"from 1992 to 2006
from 2017",150,140,93,47,33.6,34938,Yes,2019-12-22 to 2020-01-05
2022,VU,Vanuatu,No,Unicameral,Pacific,Lower chamber,Parliament,Parliamentary system,52,Parliament,4,Yes,from 2018,52,52,51,1,1.9,313,No,10/13/22
2022,VE,Venezuela (Bolivarian Republic of),No,Unicameral,Americas,Lower chamber,National Assembly,Presidential system,167,Asamblea Nacional (National Assembly),5,Yes,"from 1926 to 1932
from 1959",167,167,,37,22.2,28213,Yes,12/6/15
2022,VN,Viet Nam,No,Unicameral,Asia,Lower chamber,National Assembly,Communist system,500,Quoc-Hoi (National Assembly),5,Yes,"from 1957 to 1962
from 1968 to 1974
from 1979",500,499,348,151,30.3,99680,Yes,5/23/21
2022,YE,Yemen,No,Bicameral,Middle East and North Africa,Upper chamber,Shura Council,Transitional system,412,Majlis (Parliament),,Yes,"1975
from 1979",111,90,89,1,1.1,38222,No,4/28/01
2022,YE,Yemen,No,Bicameral,Middle East and North Africa,Lower chamber,House of Representatives,Transitional system,412,Majlis (Parliament),6,Yes,"1975
from 1979",301,245,245,0,0,38222,No,4/27/03
2022,ZM,Zambia,No,Unicameral,Sub-Saharan Africa,Lower chamber,National Assembly,Presidential-Parliamentary,167,National Assembly,5,Yes,from 1977,167,167,142,25,15,20152,No,8/12/21
2022,ZW,Zimbabwe,No,Bicameral,Sub-Saharan Africa,Lower chamber,National Assembly,Presidential-Parliamentary,350,Parliament,5,Yes,from 1981,270,265,184,81,30.6,16069,Yes,7/30/18
2022,ZW,Zimbabwe,No,Bicameral,Sub-Saharan Africa,Upper chamber,Senate,Presidential-Parliamentary,350,Parliament,5,Yes,from 1981,80,77,43,34,44.2,16069,Yes,7/30/18
2023,AF,Afghanistan,Yes,Bicameral,Asia,Upper chamber,House of Elders,Transitional system,352,Jirga (National Assembly),5,Yes,"from 1990 to 1991
from 2007 to 2022
from 2022",102,68,49,19,27.9,41455,No,1/10/15
2023,AF,Afghanistan,Yes,Bicameral,Asia,Lower chamber,House of the People,Transitional system,352,Jirga (National Assembly),5,Yes,"from 1990 to 1991
from 2007 to 2022
from 2022",250,248,181,67,27,41455,Yes,2018-10-20 to 2018-10-21
2023,AL,Albania,No,Unicameral,Europe,Lower chamber,Parliament,Parliamentary system,140,Albanian Parliament,4,Yes,from 1955,140,140,90,50,35.7,2812,Yes,4/25/21
2023,DZ,Algeria,No,Bicameral,Middle East and North Africa,Lower chamber,National People's Assembly,Presidential-Parliamentary,581,Barlaman (Parliament),5,Yes,"from 1977 to 1990
from 1993",407,407,375,32,7.9,46164,Yes,6/12/21
2023,DZ,Algeria,No,Bicameral,Middle East and North Africa,Upper chamber,Council of the Nation,Presidential-Parliamentary,581,Barlaman (Parliament),6,Yes,"from 1977 to 1990
from 1993",174,170,163,7,4.1,46164,Yes,2/5/22
2023,AD,Andorra,No,Unicameral,Europe,Lower chamber,General Council,Parliamentary system,28,Consell General (General Council),4,Yes,from 1995,28,28,14,14,50,81,Yes,4/2/23
2023,AO,Angola,No,Unicameral,Sub-Saharan Africa,Lower chamber,National Assembly,Presidential-Parliamentary,220,Assembleia nacional (National Assembly),5,Yes,from 1986,220,220,135,85,38.6,36750,Yes,8/24/22
2023,AG,Antigua and Barbuda,No,Bicameral,Americas,Upper chamber,Senate,Parliamentary system,35,Parliament,5,No,Not applicable,17,17,10,7,41.2,93,No,2/17/23
2023,AG,Antigua and Barbuda,No,Bicameral,Americas,Lower chamber,House of Representatives,Parliamentary system,35,Parliament,5,No,Not applicable,18,18,17,1,5.6,93,No,1/18/23
2023,AR,Argentina,No,Bicameral,Americas,Lower chamber,Chamber of Deputies,Presidential system,329,Congreso de la nación (National Congress),4,Yes,"from 1933 to 1964
from 1973 to 1975
from 1984",257,257,148,109,42.4,45538,Yes,11/14/21
2023,AR,Argentina,No,Bicameral,Americas,Upper chamber,Senate,Presidential system,329,Congreso de la nación (National Congress),6,Yes,"from 1933 to 1964
from 1973 to 1975
from 1984",72,72,39,33,45.8,45538,Yes,11/14/21
2023,AM,Armenia,No,Unicameral,Europe,Lower chamber,National Assembly,Parliamentary system,107,Azgayin Zhoghov (National Assembly),5,Yes,from 1995,107,107,68,39,36.4,2943,Yes,6/20/21
2023,AU,Australia,No,Bicameral,Pacific,Lower chamber,House of Representatives,Parliamentary system,227,Parliament,3,Yes,"from 1913 to 1929
from 1956",151,150,93,57,38,26451,Yes,5/21/22
2023,AU,Australia,No,Bicameral,Pacific,Upper chamber,Senate,Parliamentary system,227,Parliament,6,Yes,"from 1913 to 1929
from 1956",76,76,33,43,56.6,26451,Yes,5/21/22
2023,AT,Austria,No,Bicameral,Europe,Lower chamber,National Council,Presidential-Parliamentary,244,Parlament (Parliament),5,Yes,from 1890,183,183,108,75,41,9130,Yes,9/29/19
2023,AZ,Azerbaijan,No,Unicameral,Europe,Lower chamber,National Assembly,Presidential-Parliamentary,125,Milli Majlis (National Assembly),5,Yes,from 1993,125,116,95,21,18.1,10318,No,2/9/20
2023,BS,Bahamas,No,Bicameral,Americas,Upper chamber,Senate,Parliamentary system,55,Parliament,5,Yes,from 2023,16,16,12,4,25,399,No,10/6/21
2023,BS,Bahamas,No,Bicameral,Americas,Lower chamber,House of Assembly,Parliamentary system,55,Parliament,5,Yes,from 2023,39,39,32,7,17.9,399,No,9/16/21
2023,BH,Bahrain,No,Bicameral,Middle East and North Africa,Lower chamber,Council of Representatives,Monarchy,80,Al-Majlis Al-Watani (National Assembly),4,Yes,from 2003,40,40,32,8,20,1570,No,2022-11-12 to 2022-11-19
2023,BH,Bahrain,No,Bicameral,Middle East and North Africa,Upper chamber,Shura Council,Monarchy,80,Al-Majlis Al-Watani (National Assembly),4,Yes,from 2003,40,40,30,10,25,1570,No,11/27/22
2023,BD,Bangladesh,No,Unicameral,Asia,Lower chamber,Parliament,Parliamentary system,350,Jatiya Sangsad (Parliament),5,Yes,"from 1972 to 1974
from 1986 to 2007
from 2009",350,350,277,73,20.9,171467,No,12/30/18
2023,BB,Barbados,No,Bicameral,Americas,Upper chamber,Senate,Parliamentary system,51,Parliament of Barbados (Parlement de Barbade),5,No,Not applicable,21,21,13,8,38.1,282,No,2/4/22
2023,BB,Barbados,No,Bicameral,Americas,Lower chamber,House of Assembly,Parliamentary system,51,Parliament of Barbados (Parlement de Barbade),5,No,Not applicable,30,30,22,8,26.7,282,No,1/19/22
2023,BY,Belarus,No,Bicameral,Europe,Lower chamber,House of Representatives,Presidential-Parliamentary,175,Natsionalnoye Sobranie (National Assembly),5,Yes,from 1995,110,110,66,44,40,9116,No,11/17/19
2023,BY,Belarus,No,Bicameral,Europe,Upper chamber,Council of the Republic,Presidential-Parliamentary,175,Natsionalnoye Sobranie (National Assembly),5,Yes,from 1995,65,58,42,16,27.6,9116,No,11/7/19
2023,BE,Belgium,No,Bicameral,Europe,Upper chamber,Senate,Parliamentary system,210,Parlement fédéral - Federaal Parlement - Föderales Parlament (Federal Parliament),5,Yes,from 1889,60,59,34,26,44.1,11713,Yes,7/4/19
2023,BE,Belgium,No,Bicameral,Europe,Lower chamber,House of Representatives,Parliamentary system,210,Parlement fédéral - Federaal Parlement - Föderales Parlament (Federal Parliament),5,Yes,from 1889,150,150,86,64,42.7,11713,Yes,5/26/19
2023,BZ,Belize,No,Bicameral,Americas,Upper chamber,Senate,Parliamentary system,45,National Assembly,5,No,Not applicable,13,14,8,6,42.9,411,No,12/11/20
2023,BZ,Belize,No,Bicameral,Americas,Lower chamber,House of Representatives,Parliamentary system,45,National Assembly,5,No,Not applicable,32,32,27,5,15.6,411,No,11/11/20
2023,BJ,Benin,No,Unicameral,Sub-Saharan Africa,Lower chamber,National Assembly,Presidential system,109,Assemblée nationale (National Assembly),4,Yes,"1963
from 1981 to 1989
from 1992",109,109,80,29,26.6,14111,Yes,1/8/23
2023,BT,Bhutan,No,Bicameral,Asia,Upper chamber,National Council,Monarchy,72,Chi Tshog (Parliament),5,Yes,from 2013,25,25,22,3,12,786,No,4/20/23
2023,BT,Bhutan,No,Bicameral,Asia,Lower chamber,National Assembly,Monarchy,72,Chi Tshog (Parliament),5,Yes,from 2013,47,46,38,8,17.4,786,No,10/18/18
2023,BO,Bolivia (Plurinational State of),No,Bicameral,Americas,Upper chamber,Chamber of Senators,Presidential system,166,Asamblea Legislativa Plurinacional (Plurinational Legislative Assembly),5,Yes,"1979
from 1983",36,36,16,20,55.6,12244,Yes,10/18/20
2023,BO,Bolivia (Plurinational State of),No,Bicameral,Americas,Lower chamber,Chamber of Deputies,Presidential system,166,Asamblea Legislativa Plurinacional (Plurinational Legislative Assembly),5,Yes,"1979
from 1983",130,130,70,60,46.2,12244,Yes,10/18/20
2023,BA,Bosnia and Herzegovina,No,Bicameral,Europe,Upper chamber,House of Peoples,Parliamentary system,57,Skupstina (Parliamentary Assembly),4,Yes,from 1994,15,15,13,2,13.3,3185,No,2/16/23
2023,BA,Bosnia and Herzegovina,No,Bicameral,Europe,Lower chamber,House of Representatives,Parliamentary system,57,Skupstina (Parliamentary Assembly),4,Yes,from 1994,42,42,34,8,19,3185,Yes,10/2/22
2023,BW,Botswana,No,Unicameral,Sub-Saharan Africa,Lower chamber,National Assembly,Parliamentary system,65,Parliament,5,Yes,from 1992,65,63,56,7,11.1,2480,No,10/23/19
2023,BR,Brazil,No,Bicameral,Americas,Upper chamber,Federal Senate,Presidential system,594,Congresso nacional (National Congress),8,Yes,from 1925,81,81,67,14,17.3,211141,No,10/2/22
2023,BR,Brazil,No,Bicameral,Americas,Lower chamber,Chamber of Deputies,Presidential system,594,Congresso nacional (National Congress),4,Yes,from 1925,513,513,423,90,17.5,211141,Yes,10/2/22
2023,BN,Brunei Darussalam,No,Unicameral,Asia,Lower chamber,Legislative Council,Monarchy,45,Majlis Mesyuarat Negara (Legislative Council),5,No,Not applicable,45,34,30,4,11.8,459,No,1/20/23
2023,BG,Bulgaria,No,Unicameral,Europe,Lower chamber,National Assembly,Parliamentary system,240,Narodno sabranie (National Assembly),4,Yes,"from 1896 to 1949
from 1954",240,240,179,61,25.4,6796,,4/2/23
2023,BF,Burkina Faso,No,Unicameral,Sub-Saharan Africa,Lower chamber,Transitional Legislative Assembly,Transitional system,71,Parlement (Parliament),,Yes,"from 1972 to 1973
from 1979 to 1980
from 1993",71,71,59,12,16.9,23026,Yes,11/11/22
2023,BI,Burundi,No,Bicameral,Sub-Saharan Africa,Upper chamber,Senate,Presidential system,162,Parlement (Parliament),5,Yes,"from 1985 to 1986
from 1994 to 1995
from 1999",39,39,23,16,41,13689,Yes,7/20/20
2023,BI,Burundi,No,Bicameral,Sub-Saharan Africa,Lower chamber,National Assembly,Presidential system,162,Parlement (Parliament),5,Yes,"from 1985 to 1986
from 1994 to 1995
from 1999",123,123,76,47,38.2,13689,Yes,5/20/20
2023,CV,Cabo Verde,No,Unicameral,Sub-Saharan Africa,Lower chamber,National Assembly,Parliamentary system,72,Assembleia Nacional (National Assembly),5,Yes,from 1982,72,72,44,28,38.9,522,Yes,4/18/21
2023,KH,Cambodia,No,Bicameral,Asia,Lower chamber,National Assembly,Parliamentary system,187,Parliament,5,Yes,from 1997,125,125,108,17,13.6,17424,No,7/23/23
2023,KH,Cambodia,No,Bicameral,Asia,Upper chamber,Senate,Parliamentary system,187,Parliament,6,Yes,from 1997,62,62,52,10,16.1,17424,No,2/25/18
2023,CM,Cameroon,No,Bicameral,Sub-Saharan Africa,Upper chamber,Senate,Presidential-Parliamentary,280,Parlement - Parliament,5,Yes,from 1963,100,100,69,31,31,28373,No,3/12/23
2023,CM,Cameroon,No,Bicameral,Sub-Saharan Africa,Lower chamber,National Assembly,Presidential-Parliamentary,280,Parlement - Parliament,5,Yes,from 1963,180,180,119,61,33.9,28373,,2020-02-09 to 2020-03-22
2023,CA,Canada,No,Bicameral,Americas,Lower chamber,House of Commons,Parliamentary system,443,Parliament of Canada - Parlement du Canada,4,Yes,"from 1912 to 1932
from 1960",338,337,234,103,30.6,39299,Yes,9/20/21
2023,CF,Central African Republic,No,Unicameral,Sub-Saharan Africa,Lower chamber,National Assembly,Presidential-Parliamentary,140,Assemblée nationale (National Assembly),5,Yes,"from 1962 to 1965
from 1988 to 1992
from 1994 to 1997
2002
from 2017 to 2024
from 2024",140,140,124,16,11.4,5152,Yes,2020-12-27 to 2021-07-25
2023,TD,Chad,No,Unicameral,Sub-Saharan Africa,Lower chamber,Transitional National Council,Transitional system,197,Conseil national de transition (Transitional National Council),,Yes,from 2011,197,197,145,52,26.4,19319,No,9/24/21
2023,CL,Chile,No,Bicameral,Americas,Upper chamber,Senate,Presidential system,205,Congreso Nacional (National Congress),8,Yes,"from 1958 to 1972
from 1990",50,50,37,13,26,19659,Yes,11/21/21
2023,CL,Chile,No,Bicameral,Americas,Lower chamber,Chamber of Deputies,Presidential system,205,Congreso Nacional (National Congress),4,Yes,"from 1958 to 1972
from 1990",155,155,100,55,35.5,19659,Yes,11/21/21
2023,CN,China,No,Unicameral,Asia,Lower chamber,National People's Congress,Communist system,3000,Quanguo Renmin Daibiao Dahui (National People's Congress),5,Yes,from 1984,3000,2977,2187,790,26.5,1422585,Yes,3/5/23
2023,CO,Colombia,No,Bicameral,Americas,Lower chamber,House of Representatives,Presidential system,295,Congreso (Congress),4,Yes,"from 1931 to 1934
from 1973 to 1976
from 1979",187,187,133,54,28.9,52321,Yes,3/13/22
2023,CO,Colombia,No,Bicameral,Americas,Upper chamber,Senate,Presidential system,295,Congreso (Congress),4,Yes,"from 1931 to 1934
from 1973 to 1976
from 1979",108,106,73,33,31.1,52321,Yes,3/13/22
2023,KM,Comoros,No,Unicameral,Sub-Saharan Africa,Lower chamber,Assembly of the Union,Presidential-Parliamentary,24,Assemblée de l'Union (Assembly of the Union),5,Yes,"from 1979 to 1987
from 1994 to 1996
from 2008 to 2010
from 2016",24,24,20,4,16.7,850,No,2020-01-19 to 2020-02-23
2023,CG,Congo,No,Bicameral,Sub-Saharan Africa,Upper chamber,Senate,Presidential-Parliamentary,223,Parlement (Parliament),6,Yes,"from 1981 to 2024
from 2024",72,72,49,23,31.9,6183,Yes,8/20/23
2023,CG,Congo,No,Bicameral,Sub-Saharan Africa,Lower chamber,National Assembly,Presidential-Parliamentary,223,Parlement (Parliament),5,Yes,"from 1981 to 2024
from 2024",151,151,129,22,14.6,6183,Yes,2022-07-10 to 2022-07-31
